COMMAND,MAJOR,MINOR,GROUP
PERF_RES_POWERHAL_WHITELIST_ACT_SWTICH_TIME,13,3,2
PERF_RES_POWER_HINT_HOLD_TIME,13,4,0
PERF_RES_POWER_HINT_EXT_HINT,13,4,1
PERF_RES_POWER_HINT_EXT_HINT_HOLD_TIME,13,4,2
PERF_RES_POWER_END_HINT_HOLD_TIME,13,4,3
PERF_RES_POWER_HINT_INSTALL_MAX_DURATION,13,4,4
PERF_RES_POWER_HINT_EXT_HINT_FOR_GAME,13,4,5
PERF_RES_POWERHAL_HIDE_LOG,13,5,0
PERF_RES_SLC_CPU_SETTING,13,5,1
PERF_RES_APPLIST_FPS_TOLERANCE_PERCENT,13,6,0
PERF_RES_POWERHAL_PRIORITY,13,7,0
PERF_RES_POWERHAL_TEST_CMD,13,8,0
PERF_RES_POWERHAL_ONESHOT_RESET,13,9,0
PERF_RES_POWERHAL_CUS_HINT_ENABLE,13,10,0
PERF_RES_C2PS_UCLAMP_POLICY_MODE,14,0,0
PERF_RES_C2PS_UCLAMP_SIMPLE_POLICY_UP_MARGIN,14,0,1
PERF_RES_C2PS_UCLAMP_SIMPLE_POLICY_DOWN_MARGIN,14,0,2
PERF_RES_C2PS_UCLAMP_SIMPLE_POLICY_BASE_UPDATE_UCLAMP,14,0,3
PERF_RES_C2PS_PROC_TIME_WINDOW_SIZE,14,1,0
PERF_RES_C2PS_BG_UCLAMP_POLICY_UP_MARGIN_CLUSTER_0,14,2,0
PERF_RES_C2PS_BG_UCLAMP_POLICY_UP_MARGIN_CLUSTER_1,14,2,1
PERF_RES_C2PS_BG_UCLAMP_POLICY_UP_MARGIN_CLUSTER_2,14,2,2
PERF_RES_C2PS_BG_UCLAMP_POLICY_IDLERATE_ALERT,14,2,3
PERF_RES_C2PS_BG_UCLAMP_POLICY_BASE_UPDATE_UCLAMP,14,2,4
PERF_RES_C2PS_BG_UCLAMP_POLICY_MONITOR_DURATION,14,2,5
PERF_RES_C2PS_BG_UCLAMP_POLICY_DANGEROUS_IDLERATE,14,2,6
PERF_RES_C2PS_BG_UCLAMP_POLICY_FAST_UPDATE_UCLAMP,14,2,7
PERF_RES_C2PS_BG_UCLAMP_POLICY_PLACEHOLDER,14,2,8
PERF_RES_C2PS_BG_UM_POLICY_PLACEHOLDER,14,3,0
PERF_RES_PEAK_POWER_BUDGET_MODE,15,1,0
PERF_RES_PEAK_POWER_BUDGET_CG_MIN_POWER,15,1,1
PERF_RES_PEAK_POWER_FAVOR_MULTISCENE,15,1,2
PERF_RES_LIMIT_PERIPHERALS_BACKLIGHT_LIMIT,15,2,0
PERF_RES_LIMIT_PERIPHERALS_FLASHLIGHT_LIMIT,15,2,1
PERF_RES_LIMIT_PERIPHERALS_WIFI_LIMIT,15,2,2
PERF_RES_LIMIT_PERIPHERALS_MD_AUTONOMOUS_CTRL,15,2,3
PERF_RES_LIMIT_PERIPHERALS_MD_UL_THROTTLE_LIMIT,15,2,4
PERF_RES_LIMIT_PERIPHERALS_MD_TXPOWER_LTE_LIMIT,15,2,5
PERF_RES_LIMIT_PERIPHERALS_MD_CC_CTRL_LIMIT,15,2,6
PERF_RES_LIMIT_PERIPHERALS_MD_HEADSWITCH_LIMIT,15,2,7
PERF_RES_LIMIT_PERIPHERALS_MD_RAS_LIMIT,15,2,8
PERF_RES_LIMIT_PERIPHERALS_MD_TXPOWER_FR2_LIMIT,15,2,9
PERF_RES_LIMIT_PERIPHERALS_MD_FLIGHTMODE_LIMIT,15,2,10
PERF_RES_LIMIT_PERIPHERALS_MD_CHARGER_LIMIT,15,2,11
PERF_RES_LIMIT_PERIPHERALS_MD_TXPOWER_FR1_LIMIT,15,2,12
PERF_RES_LIMIT_PERIPHERALS_MD_UAI_LIMIT,15,2,13
PERF_RES_LIMIT_PERIPHERALS_MD_SW_SHUTDOWN_LIMIT,15,2,14
PERF_RES_CUSTOM_RESOURCE_1,64,0,0
PERF_RES_BENCHMARK_BOOST,64,0,1
PERF_RES_PERF_THP,64,0,2
PERF_RES_PERF_GAME_IS_TOP_APP,64,0,3
PERF_RES_PERF_MPBE_CTRL,64,0,4
PERF_RES_PERF_TTJ_THRESHOLD,64,0,5
PERF_RES_PERF_THERMAL_GPT,64,0,6
PERF_RES_KSWAPD_AFFINITY,64,0,7
PERF_RES_PERF_DIS_MM_REFILL,64,0,8
PERF_RES_PERF_THP_DEFRAG,64,0,9
PERF_RES_PERF_THP_KDEFRAG,64,0,10
PERF_RES_PERF_THP_KSCAN_SLEEP_MILLISECS,64,0,11
PERF_RES_SLC_CPU_FORCE,64,1,0
PERF_RES_SLC_CPU_CEIL,64,1,1
PERF_RES_SLC_GPU_FORCE,64,1,2
PERF_RES_SLC_GPU_CEIL,64,1,3
PERF_RES_SLC_WINDOW,64,1,4
PERF_RES_SLC_PRIORITY,64,1,5
PERF_RES_SLC_VENC,64,1,6
PERF_RES_MIGT_SCHED_POLICY_EXCLUSIVE_ENABLE,64,2,0
PERF_RES_MIGT_SCHED_POLICY_STASK_PREFER_CPU,64,2,1
PERF_RES_MIGT_SCHED_POLICY_STASK_AFFINITY_CPU,64,2,2
PERF_RES_MIGT_SCHED_POLICY_RENDER_PREFER_CPU,64,2,3
PERF_RES_MIGT_SCHED_POLICY_RENDER_AFFINITY_CPU,64,2,4
PERF_RES_MIGT_SCHED_POLICY_UVIP_PREFER_CPU,64,2,5
PERF_RES_MIGT_SCHED_POLICY_UVIP_AFFINITY_CPU,64,2,6
PERF_RES_MIGT_SCHED_POLICY_UIP_PREFER_CPU,64,2,7
PERF_RES_MIGT_SCHED_POLICY_UIP_AFFINITY_CPU,64,2,8
